t_index,term,df
7789,parishion,3
7790,park,48
7791,parlanc,3
7792,parlett,1
7793,parliament,58
7794,parliamentari,6
7795,parliamentarian,1
7796,parlor,1
7797,parmar,1
7798,parodi,1
7799,parol,16
7800,part,71
7801,parth,2
7802,parti,192
7803,partial,11
7804,particip,60
7805,particular,31
7806,particularli,41
7807,partisan,3
7808,partisanship,2
7809,partit,2
7810,partli,10
7811,partner,41
7812,partnership,5
7813,parvail,1
7814,pasariavich,1
7815,pascagoula,6
7816,pascual,2
7817,paso,10
7818,pasriavach,1
7819,pasriavich,1
7820,pasricha,1
7821,pass,82
7822,passag,7
7823,passagewai,1
7824,passeng,5
7825,passion,10
7826,passiv,2
7827,passport,9
7828,past,140
7829,pasta,1
7830,pastim,1
7831,pastri,2
7832,pastur,1
7833,pat,13
7834,pataki,1
7835,patch,4
7836,patel,10
7837,patera,1
7838,patern,2
7839,path,17
7840,pathwai,1
7841,patienc,5
7842,patient,19
7843,patriarch,1
7844,patricia,8
7845,patrick,55
7846,patriot,4
7847,patrol,20
7848,patron,1
7849,patronag,2
7850,patt,1
7851,patten,3
7852,pattern,12
7853,patti,6
7854,paubl,1
7855,pauciti,1
7856,paul,25
7857,paula,2
7858,pauli,1
7859,paulin,1
7860,paus,8
7861,paval,1
7862,pave,7
7863,pavel,13
7864,pavelo,1
7865,pavement,4
7866,pavkov,9
7867,pavl,1
7868,payback,1
7869,paycheck,2
7870,payment,14
7871,payn,2
7872,payout,1
7873,payton,1
7874,pb,3
7875,pcp,1
7876,pdci,6
7877,peac,97
7878,peacefulli,21
7879,peacekeep,7
7880,peacemak,1
7881,peacetre,1
7882,peacetreesvietnam,1
7883,peach,1
7884,peak,1
7885,pearl,1
7886,pearland,2
7887,peas,3
7888,peasant,4
7889,peddl,12
7890,peddler,1
7891,pedestrian,3
7892,pedro,1
7893,peduca,1
7894,peek,1
7895,peeler,1
7896,peer,3
7897,pejor,1
7898,pelev,1
7899,pelki,7
7900,pelt,4
7901,peltier,12
7902,pelvi,1
7903,pen,4
7904,pena,2
7905,penal,4
7906,penalti,19
7907,pencil,1
7908,pend,11
7909,penetr,7
7910,peng,2
7911,peninsula,43
7912,penitentiari,3
7913,penn,3
7914,pennsylvania,27
7915,pension,3
7916,pent,1
7917,pentag,1
7918,pentagon,125
7919,peopl,483
7920,pepper,3
7921,perceiv,10
7922,percent,97
7923,percentag,12
7924,percept,3
7925,perch,6
7926,percol,1
7927,perdu,3
7928,perelman,1
7929,perez,14
7930,perfect,14
7931,perfectli,2
7932,perform,28
7933,pergram,1
7934,peril,5
7935,perimet,2
7936,period,43
7937,peripher,1
7938,peris,1
7939,perish,9
7940,perjuri,6
7941,perk,1
7942,perman,15
7943,permiss,3
7944,permit,21
7945,perpetr,8
7946,perpetu,1
7947,persecut,10
7948,persever,3
7949,persian,67
7950,persist,11
7951,person,112
7952,personifi,2
7953,personnel,60
7954,perspect,10
7955,persuad,27
7956,persuas,1
7957,pertain,1
7958,peru,62
7959,peruano,1
7960,perus,1
7961,peruvian,50
7962,pervas,1
7963,pervers,1
7964,pervez,4
7965,peshawar,1
7966,pessag,1
7967,pessim,2
7968,pessimist,1
7969,pet,3
7970,pete,38
7971,peter,26
7972,petersberg,1
7973,petersburg,8
7974,petersen,2
7975,peterson,10
7976,petier,1
7977,petit,16
7978,petn,1
7979,petrova,1
7980,petti,6
7981,pew,2
7982,pezzor,2
7983,pham,3
7984,pharmaceut,4
7985,pharmaci,2
7986,phase,9
7987,phenomenon,3
7988,pherchevia,1
7989,phieu,7
7990,phil,2
7991,philadelphia,3
7992,philanthrop,3
7993,philanthropi,4
7994,philanthropist,1
7995,philharmon,1
7996,philip,12
7997,philippin,3
7998,phillip,1
7999,philosophi,3
8000,phoenix,3
8001,phone,62
8002,phonet,1
8003,phoni,2
8004,photo,24
8005,photograph,25
8006,phrase,6
8007,phylli,1
8008,physic,30
8009,physician,5
8010,pick,61
8011,pickax,1
8012,picker,1
8013,picket,5
8014,pickup,10
8015,picnic,3
8016,pictur,35
8017,piec,49
8018,piecem,1
8019,pier,8
8020,pierc,11
8021,pierr,3
8022,pietropaoli,1
8023,pig,5
8024,piggyback,2
8025,pike,1
8026,pile,24
8027,pilfer,1
8028,pilgrim,2
8029,pillar,16
8030,pillori,3
8031,pillow,1
8032,pillowcas,1
8033,pilot,28
8034,pin,10
8035,pincu,3
8036,pine,9
8037,pink,4
8038,pinkish,1
8039,pinochet,1
8040,pinpoint,2
8041,piolin,6
8042,pioneer,2
8043,pipe,6
8044,pipelin,6
8045,piper,1
8046,pistol,8
8047,pit,17
8048,pitch,9
8049,pitkowski,1
8050,pittman,1
8051,pittsburg,2
8052,pittsburgh,3
8053,pivot,6
8054,pizza,2
8055,placard,3
8056,placat,2
8057,place,217
8058,plagu,10
8059,plai,131
8060,plain,4
8061,plainli,1
8062,plaintiff,1
8063,plaintiv,2
8064,plan,251
8065,planc,1
8066,plane,125
8067,planeload,9
8068,planner,2
8069,plant,19
8070,plantat,4
8071,planter,1
8072,plaster,2
8073,plastic,29
8074,plate,11
8075,plateau,3
8076,platform,19
8077,platt,1
8078,player,54
8079,playoff,1
8080,playwright,2
8081,plaza,2
8082,plea,16
8083,plead,31
8084,pleas,14
8085,pleaser,2
8086,pleasur,8
8087,plebiscit,2
8088,pled,2
8089,pledg,68
8090,plenti,7
8091,plight,3
8092,ploi,1
8093,plot,25
8094,plotnikov,2
8095,plotter,2
8096,plow,2
8097,plu,20
8098,pluck,3
8099,plug,2
8100,plum,5
8101,plume,3
8102,plummet,6
8103,plung,13
8104,plural,1
8105,plush,1
8106,plust,1
8107,ply,1
8108,pmsea,2
8109,pneumat,2
8110,po,1
8111,pock,1
8112,pocket,20
8113,pocketbook,1
8114,podesta,1
8115,podgarica,1
8116,podgorica,3
8117,podium,3
8118,poet,1
8119,poignanc,1
8120,poignant,6
8121,point,189
8122,pointedli,1
8123,pointless,2
8124,pois,6
8125,poison,7
8126,poke,2
8127,poker,1
8128,poland,4
8129,polar,2
8130,pole,7
8131,polic,212
8132,policeman,14
8133,policemen,14
8134,polici,94
8135,polish,3
8136,polit,229
8137,politburo,1
8138,politi,1
8139,politic,3
8140,politica,1
8141,politician,42
8142,politika,5
8143,poll,64
8144,pollard,6
8145,pollincen,1
8146,pollster,4
8147,pollut,3
8148,polo,1
8149,pomp,2
8150,ponchevo,1
8151,poncho,3
8152,ponder,2
8153,pondicherri,2
8154,pontiac,1
8155,ponytail,5
8156,pooh,2
8157,pool,9
8158,poor,27
8159,poorer,2
8160,poorest,4
8161,poorli,6
8162,pop,2
8163,pope,64
8164,popov,4
8165,popul,48
8166,popular,94
8167,popularli,1
8168,populist,7
8169,por,1
8170,porch,2
8171,porou,1
8172,porridg,1
8173,port,172
8174,portabl,2
8175,porter,3
8176,porterag,1
8177,portion,13
8178,portland,7
8179,portman,1
8180,portrai,10
8181,portrait,5
8182,portray,1
8183,portsid,1
8184,portsmouth,5
8185,portugues,5
8186,pose,25
8187,posh,2
8188,posit,112
8189,possess,19
8190,possibl,236
8191,post,93
8192,postal,2
8193,postcard,1
8194,postelect,1
8195,poster,10
8196,posthum,7
8197,postmatch,2
8198,postmortem,1
8199,postpon,13
8200,postur,4
8201,postwar,1
8202,pot,2
8203,potato,2
8204,potent,3
8205,potenti,50
8206,pothol,1
8207,potrai,1
8208,potter,1
8209,pouch,2
8210,poultri,2
8211,pounc,1
8212,pound,25
8213,pour,39
8214,povel,1
8215,poverti,20
8216,pow,9
8217,powel,9
8218,power,330
8219,powerbrok,1
8220,powerfulli,2
8221,powerhous,1
8222,powerless,2
8223,poynter,1
8224,pozarevac,5
8225,practic,39
8226,praddo,1
8227,pradeep,1
8228,pradesh,4
8229,pragmat,4
8230,pragna,1
8231,pragu,1
8232,prai,23
8233,prais,28
8234,prakash,1
8235,pramod,1
8236,prankster,1
8237,prateek,1
8238,pratt,2
8239,pravda,1
8240,prayer,20
8241,pre,10
8242,preach,3
8243,precari,2
8244,precaut,34
8245,precautionari,6
8246,preced,10
8247,precinct,5
8248,preciou,4
8249,precipit,3
8250,precis,19
8251,preclud,1
8252,precondit,3
8253,predat,3
8254,predawn,1
8255,predecessor,7
8256,predgrag,4
8257,predica,1
8258,predict,55
8259,predominantli,1
8260,predrag,1
8261,prefabr,1
8262,prefer,17
8263,pregam,1
8264,pregnanc,1
8265,pregnant,5
8266,prejud,1
8267,prejudg,2
8268,prejudic,1
8269,preliminari,24
8270,prelud,2
8271,prematur,5
8272,premedit,6
8273,premis,2
8274,premium,1
8275,premonit,1
8276,preoccupi,2
8277,preordain,1
8278,prepackag,1
8279,prepar,128
8280,preparatori,1
8281,preplan,3
8282,preposit,1
8283,prerog,2
8284,presag,3
8285,prescrib,3
8286,prescript,10
8287,presenc,36
8288,present,61
8289,preserv,14
8290,presevo,1
8291,presid,552
8292,presiden,1
8293,presidenti,221
8294,press,121
8295,pressman,1
8296,pressur,74
8297,prestig,1
8298,prestigi,1
8299,presum,35
8300,presumpt,1
8301,preteen,1
8302,pretend,5
8303,pretext,2
8304,pretti,42
8305,prevail,21
8306,prevent,58
8307,preview,2
8308,previou,31
8309,previous,27
8310,pri,10
8311,prianka,1
8312,pribicev,1
8313,price,32
8314,pricei,1
8315,pride,13
8316,priest,14
8317,primari,15
8318,primarili,1
8319,prime,117
8320,primit,1
8321,princ,8
8322,princeton,2
8323,princip,6
8324,principl,19
8325,prinosil,2
8326,print,5
8327,prior,15
8328,prioriti,40
8329,priscilla,1
8330,prisilla,1
8331,prison,142
8332,prissila,1
8333,pristavkin,4
8334,pristina,5
8335,privaci,4
8336,privat,58
8337,privi,1
8338,privileg,9
8339,priyanka,1
8340,prize,12
8341,pro,45
8342,proactiv,1
8343,probabl,63
8344,probat,5
8345,probe,32
8346,probiti,1
8347,problem,99
8348,problemat,4
8349,proce,9
8350,procedur,31
8351,proceed,20
8352,process,100
8353,procession,1
8354,proclaim,18
8355,prod,2
8356,prodigi,1
8357,produc,35
8358,product,19
8359,prof,1
8360,profess,2
8361,profession,15
8362,professor,33
8363,professori,1
8364,profil,31
8365,profit,14
8366,profound,3
8367,progeni,1
8368,progenitor,1
8369,program,51
8370,progress,35
8371,prohibit,7
8372,project,26
8373,projectil,1
8374,prokuplj,1
8375,prolifer,1
8376,prolong,8
8377,promila,3
8378,promin,20
8379,promis,103
8380,promot,29
8381,prompt,46
8382,promptli,4
8383,prone,4
8384,pronounc,12
8385,proof,13
8386,prop,2
8387,propag,1
8388,propaganda,19
8389,prope,1
8390,propel,9
8391,propens,1
8392,proper,12
8393,properli,4
8394,properti,12
8395,prophet,2
8396,propon,2
8397,proport,3
8398,proportion,1
8399,propos,27
8400,proposit,7
8401,proprietor,1
8402,propuls,7
8403,proscrib,2
8404,prosecut,33
8405,prosecutor,61
8406,prospect,22
8407,prosper,30
8408,prosperi,1
8409,prostat,2
8410,prote,1
8411,protect,91
8412,protectionist,1
8413,protector,2
8414,protest,130
8415,protestor,9
8416,protic,1
8417,protract,5
8418,proud,15
8419,proudli,2
8420,prove,46
8421,proven,12
8422,provid,98
8423,providian,1
8424,provinc,30
8425,provis,7
8426,provision,4
8427,provoc,4
8428,provok,16
8429,prow,1
8430,prowl,1
8431,proxi,4
8432,prudenc,2
8433,prudent,6
8434,pry,5
8435,psychiatrist,1
8436,psychic,1
8437,psycholog,4
8438,psychologist,3
8439,psychosi,1
8440,ptt,1
8441,public,165
8442,publicist,1
8443,publicli,27
8444,publish,34
8445,puddl,1
8446,pueblo,2
8447,puerto,2
8448,puf,2
8449,puff,1
8450,pug,1
8451,pull,126
8452,pulpit,1
8453,puls,6
8454,pulver,1
8455,pumahambo,1
8456,pummel,1
8457,pump,10
8458,pumpkin,1
8459,punch,12
8460,punctuat,6
8461,punctur,9
8462,puni,1
8463,punish,48
8464,punit,2
8465,puppet,6
8466,purchas,22
8467,purdum,1
8468,pure,7
8469,purebr,2
8470,purg,3
8471,purif,3
8472,purifi,1
8473,purist,1
8474,puritan,1
8475,puriti,1
8476,purpl,4
8477,purport,1
8478,purpos,20
8479,purs,1
8480,pursu,36
8481,pursuit,1
8482,push,67
8483,put,32
8484,putawai,1
8485,putin,71
8486,putsch,3
8487,putt,1
8488,puzzl,8
8489,pyno,1
8490,pyongyang,1
8491,pyramid,1
8492,pyre,9
8493,qadhi,2
8494,qaeda,4
8495,qaida,4
8496,qatar,15
8497,qazi,1
8498,qian,1
8499,quaill,1
8500,quak,89
8501,qualif,4
8502,qualifi,18
8503,qualiti,7
8504,quang,2
8505,quantit,1
8506,quantiti,7
8507,quantum,5
8508,quarantin,1
8509,quarrelsom,2
8510,quarten,1
8511,quarter,31
8512,quarterback,1
8513,quarterdeck,2
8514,quarterfin,26
8515,quarterfinalist,4
8516,quartet,1
8517,quash,1
8518,quasi,1
8519,qud,1
8520,queen,3
8521,quell,4
8522,queri,1
8523,quest,1
8524,question,214
8525,queue,1
8526,quick,36
8527,quicker,3
8528,quickli,76
8529,quid,1
8530,quiet,14
8531,quieter,2
8532,quietli,13
8533,quietud,1
8534,quiglei,5
8535,quill,1
8536,quinci,3
8537,quinn,11
8538,quip,1
8539,quit,63
8540,quiver,1
8541,quiz,2
8542,quizz,1
8543,quo,1
8544,quorum,2
8545,quot,45
8546,quotat,1
8547,quotient,1
8548,quow,1
8549,quran,2
8550,r,53
8551,ra,1
8552,rabitah,1
8553,racak,1
8554,race,102
8555,racial,4
8556,racicot,1
8557,racism,1
8558,racist,1
8559,rack,2
8560,racket,29
8561,rackham,1
8562,rad,1
8563,radar,9
8564,radavan,1
8565,raddatz,1
8566,rade,2
8567,radford,1
8568,radiat,3
8569,radic,24
8570,radicor,1
8571,radio,72
8572,radioact,1
8573,radioprograma,7
8574,radoman,3
8575,radov,2
8576,radovan,3
8577,rafael,2
8578,rafiq,1
8579,raft,2
8580,rafter,27
8581,raftogi,3
8582,rag,6
8583,rage,12
8584,rahman,2
8585,rai,11
8586,raid,8
8587,rail,2
8588,railroad,5
8589,railwai,6
8590,rain,28
8591,raincoat,2
8592,raini,8
8593,rainstorm,2
8594,rais,91
8595,raiser,15
8596,raj,1
8597,rajan,1
8598,rajasthan,4
8599,rajat,3
8600,rajendrakumar,1
8601,rajesh,3
8602,ralli,126
8603,ralph,10
8604,ram,9
8605,rama,1
8606,ramadan,3
8607,ramallah,4
8608,rambhai,3
8609,rambo,4
8610,ramesh,3
8611,ramirez,5
8612,ramiy,1
8613,ramo,1
8614,ramp,6
8615,rampag,6
8616,rampal,1
8617,rampant,10
8618,ramshackl,1
8619,ramstein,20
8620,ran,39
8621,ranad,3
8622,ranch,3
8623,rancher,1
8624,rancor,3
8625,rand,1
8626,randi,19
8627,random,6
8628,rang,46
8629,rangel,1
8630,ranger,1
8631,rank,41
8632,rann,1
8633,ransom,3
8634,rap,1
8635,rape,8
8636,rapid,9
8637,rapidli,13
8638,rapist,14
8639,rapproch,4
8640,raquel,2
8641,rare,54
8642,rarer,1
8643,rariti,1
8644,rash,1
8645,rashad,1
8646,rashid,2
8647,rasik,1
8648,rat,3
8649,rate,17
8650,rath,1
8651,rathod,1
8652,ratif,1
8653,ratifi,4
8654,ration,4
8655,rational,1
8656,ratko,2
8657,ratliff,1
8658,ratnal,1
8659,ratnalaswami,1
8660,rattl,8
8661,raucou,4
8662,ravag,12
8663,raven,2
8664,ravenel,1
8665,ravin,5
8666,raw,2
8667,rawalpindi,1
8668,raymond,4
8669,raznatov,1
8670,razor,3
8671,razzano,4
8672,rd,19
8673,rdp,1
8674,rdr,5
8675,reach,168
8676,reachabl,4
8677,react,9
8678,reaction,17
8679,reactionari,1
8680,reactor,5
8681,read,46
8682,reader,2
8683,readi,58
8684,reaffirm,4
8685,reagan,9
8686,real,74
8687,realist,4
8688,realiti,18
8689,realiz,32
8690,realli,105
8691,reappear,2
8692,rear,35
8693,rearrest,1
8694,reason,100
8695,reassert,2
8696,reassess,1
8697,reassum,1
8698,reassur,6
8699,rebecca,1
8700,rebel,14
8701,rebelli,1
8702,rebellion,6
8703,rebirth,1
8704,rebound,7
8705,rebroadcast,2
8706,rebuf,1
8707,rebuff,1
8708,rebuild,22
8709,rebuilt,1
8710,rebuk,3
8711,reburi,3
8712,rebutt,1
8713,recal,17
8714,recalcitr,1
8715,recant,8
8716,recap,1
8717,recaptur,6
8718,reced,4
8719,receipt,7
8720,receiv,130
8721,recent,143
8722,recept,6
8723,receptionist,1
8724,recess,1
8725,recipi,2
8726,recit,1
8727,reckon,5
8728,reclaim,5
8729,reclus,3
8730,recogn,47
8731,recognit,5
8732,recomm,1
8733,recommend,41
8734,recon,1
8735,reconcil,1
8736,reconcili,19
8737,reconnaiss,2
8738,reconsid,2
8739,reconstitut,2
8740,reconstruct,7
8741,record,84
8742,recount,16
8743,recov,130
8744,recoveri,48
8745,recreat,9
8746,recrimin,1
8747,recruit,11
8748,rectifi,1
8749,rector,1
8750,recuper,3
8751,recur,2
8752,recurr,5
8753,red,83
8754,redcross,1
8755,reddish,1
8756,reded,1
8757,redeem,2
8758,redefin,2
8759,redempt,1
8760,redesign,1
8761,redesignwo,1
8762,redford,1
8763,rediscov,1
8764,redistrict,1
8765,redress,1
8766,redskin,1
8767,reduc,27
8768,reduct,2
8769,reebok,1
8770,reeca,1
8771,reeker,9
8772,reel,1
8773,reemerg,1
8774,reenerg,1
8775,reenter,1
8776,reev,1
8777,reexamin,1
8778,refer,59
8779,referendum,9
8780,refin,1
8781,refineri,4
8782,refit,2
8783,reflag,1
8784,reflect,36
8785,reflex,1
8786,reform,48
8787,refrain,3
8788,refresh,2
8789,refriger,2
8790,refuel,122
8791,refug,7
8792,refuge,7
8793,refund,1
8794,refurbish,1
8795,refus,113
8796,refut,3
8797,regain,13
8798,regalia,2
8799,regalla,1
8800,regard,32
8801,regardless,7
8802,regga,1
8803,regim,64
8804,region,154
8805,regist,31
8806,registr,4
8807,registri,2
8808,regret,12
8809,regretfulli,1
8810,regroup,5
8811,regul,12
8812,regular,14
8813,regularli,4
8814,regulatori,1
8815,rehabilit,4
8816,rehears,2
8817,rehir,1
8818,rehnquist,2
8819,rei,1
8820,reicher,1
8821,reichstag,1
8822,reign,11
8823,reignit,1
8824,reimpos,1
8825,rein,8
8826,reincarn,1
8827,reinforc,19
8828,reinstat,2
8829,reinstitut,1
8830,reintegr,5
8831,reiter,8
8832,reject,61
8833,rejoic,3
8834,rejoin,2
8835,rekanlt,1
8836,rel,75
8837,relai,6
8838,relat,104
8839,relationship,41
8840,relax,12
8841,relearn,1
8842,releas,153
8843,relent,1
8844,relentless,4
8845,relev,6
8846,reli,10
8847,reliabl,2
8848,relianc,3
8849,relief,64
8850,reliev,9
8851,religi,27
8852,religion,8
8853,relinquish,8
8854,relish,2
8855,reliv,2
8856,reloc,1
8857,reluct,13
8858,reluctantli,2
8859,remain,329
8860,remaind,6
8861,remak,1
8862,remark,39
8863,rematch,5
8864,remedi,1
8865,rememb,54
8866,remembr,2
8867,remind,27
8868,reminisc,2
8869,remiss,13
8870,remnant,3
8871,remors,2
8872,remot,16
8873,remotest,2
8874,remov,80
8875,renaiss,2
8876,renam,4
8877,render,9
8878,rendero,2
8879,rendezv,2
8880,rene,2
8881,renew,17
8882,renna,1
8883,reno,10
8884,renomin,1
8885,renounc,5
8886,renown,1
8887,rent,12
8888,rental,1
8889,reoccur,1
8890,reopen,8
8891,reorgan,2
8892,rep,40
8893,repackag,1
8894,repai,2
8895,repaid,2
8896,repaint,1
8897,repair,45
8898,repatri,7
8899,repeal,1
8900,repeat,27
8901,repeatedli,28
8902,repel,9
8903,repent,3
8904,repetit,1
8905,replac,44
8906,replai,1
8907,replet,1
8908,repli,20
8909,replic,1
8910,repor,1
8911,report,401
8912,reportedli,28
8913,repres,70
8914,represent,3
8915,repress,9
8916,repriev,1
8917,repris,6
8918,republ,66
8919,republican,120
8920,republika,1
8921,repudi,1
8922,repuls,3
8923,reput,29
8924,reputedli,4
8925,request,56
8926,requir,77
8927,rerout,1
8928,rerun,2
8929,reschedul,1
8930,rescu,114
8931,rescuer,49
8932,research,21
8933,resembl,6
8934,resent,12
8935,reserv,19
8936,resettl,1
8937,reshap,3
8938,resid,99
8939,residenti,10
8940,residu,8
8941,resign,84
8942,resili,5
8943,resist,32
8944,resolut,15
8945,resolv,35
8946,reson,1
8947,resort,24
8948,resound,2
8949,resourc,12
8950,respect,56
8951,respectfulli,1
8952,respir,2
8953,respiratori,2
8954,responbl,1
8955,respond,50
8956,respons,175
8957,ressam,1
8958,rest,91
8959,restart,2
8960,restat,1
8961,restaur,8
8962,restitut,5
8963,restiv,3
8964,restless,1
8965,restock,1
8966,restor,57
8967,restrain,4
8968,restraint,3
8969,restrict,14
8970,result,146
8971,resum,29
8972,resumpt,2
8973,resurfac,5
8974,resurg,4
8975,resurrect,2
8976,resuscit,1
8977,retail,2
8978,retain,17
8979,retak,7
8980,retali,29
8981,retaliatori,4
8982,retard,1
8983,retherford,1
8984,rethink,2
8985,retic,1
8986,retinu,1
8987,retir,94
8988,retire,1
8989,retrac,1
8990,retract,15
8991,retractor,1
8992,retreat,16
8993,retrial,2
8994,retribut,2
8995,retriev,25
8996,retrospect,5
8997,return,235
8998,returne,1
8999,reunif,1
9000,reunion,2
9001,reunit,4
9002,reuter,3
9003,rev,14
9004,reveal,34
9005,revel,8
9006,reveng,13
9007,revenu,2
9008,rever,5
9009,reverber,1
9010,revers,24
9011,revert,1
9012,review,51
9013,revil,2
9014,revis,16
9015,reviv,18
9016,revkin,1
9017,revok,4
9018,revolt,15
9019,revolut,30
9020,revolutionari,11
9021,revolv,5
9022,revonish,1
9023,reward,38
9024,rewrit,1
9025,rewrot,1
9026,rex,3
9027,rey,3
9028,reynaldo,1
9029,reynold,4
9030,rfa,1
9031,rg,1
9032,rhein,5
9033,rhetor,4
9034,rheumat,2
9035,rhode,4
9036,ri,1
9037,riad,1
9038,rial,1
9039,rib,1
9040,ribat,1
9041,ribbon,3
9042,rica,2
9043,rican,2
9044,ricardo,17
9045,rice,19
9046,rich,34
9047,richard,49
9048,richardson,1
9049,richer,1
9050,richest,2
9051,richmond,3
9052,richter,7
9053,rick,19
9054,ricochet,1
9055,rid,8
9056,riddanc,1
9057,riddl,1
9058,ride,17
9059,rider,1
9060,riderless,1
9061,ridg,8
9062,ridicul,2
9063,riestra,1
9064,rifai,3
9065,rifl,20
9066,rift,1
9067,rig,23
9068,rigg,4
9069,right,201
9070,rightist,1
9071,rigor,1
9072,rim,7
9073,ring,8
9074,ringlead,12
9075,ringold,1
9076,rinn,1
9077,rins,2
9078,rio,2
9079,riot,34
9080,rioter,1
9081,riotou,1
9082,rip,47
9083,rippl,2
9084,rippner,6
9085,rise,64
9086,risen,7
9087,risk,57
9088,riski,13
9089,ristic,1
9090,rita,6
9091,ritesh,1
9092,rith,1
9093,rittner,4
9094,ritual,3
9095,riva,23
9096,rival,41
9097,rivalri,10
9098,rivasseau,1
9099,river,13
9100,rivera,1
9101,riverb,1
9102,riversid,1
9103,rivet,1
9104,riviera,2
9105,riyadh,7
9106,rnahan,1
9107,rnment,1
9108,roach,2
